id,food,image,instructions,food_type,Calories,FatContent,ProteinContent,glutenFree,dairyFree,sourceUrl,ingredients,food_cluster
181,Grilled Stuffed Eggplant,https://img.spoonacular.com/recipes/386-556x370.jpg,"Preheat the grill or oven to about 350 F/175 C.Cut the stem ends off the eggplants and cut them in half lengthwise. Use a spoon to scoop out the eggplant flesh, leaving a 1/2-inch (about 1 cm) shell on all four sides.Place the eggplants in the baking pan, skin side down, and lightly season with salt and pepper. Finely chop the eggplant flesh and set aside.In the large skillet, heat 2 tablespoons of the olive oil over low heat. Add the onion and cook for about 10 minutes, stirring occasionally.Add the anchovies and cook for 2 minutes. (optional)Add the chopped eggplant and another tablespoon of the olive oil, then season with salt and pepper. Cook for 5 minutes, stirring occasionally.Stir in the pine nuts and cook for another two minutes. The mixture should now be a nice golden brown. Remove from heat and allow to cool 2 to 3 minutes.Stir in about 1 cup of the chopped tomatoes, bread crumbs, basil, and cheese. Taste and adjust salt and pepper as necessary.Spoon the mixture into the four eggplant shells, dividing evenly. Press and form a dome in each. (If preparing ahead, you can now cover and refrigerate up to 6 hours. Bring back to room temperature before baking.)Add the remaining tomatoes to the pan around the eggplants and season with salt and pepper. Drizzle the remaining olive oil over the eggplants.Place on the hot grill (or in the oven) and cook for about 40 minutes, until the eggplant shells are soft and the stuffing is hot. If using the oven, you can turn on the broiler at the end and broil for 5 minutes to brown the top.Serve hot or at room temperature.",Non-Veg,298.7,11.9,4.1,False,False,http://andreasrecipes.com/2008/08/11/grilled-stuffed-eggplant-and-a-cookbook-give-away/,"['to', '2', 'anchovy', 'to', '2', 'anchovy', 'bread', 'crumbs', 'eggplants', 'feta', 'cheese', 'mint', 'leaves', 'parsley', 'ground', 'pepper', 'olive', 'oil', 'pine', 'nuts', 'sea', 'salt', 'onion', 'tomatoes']",3
182,Pappardelle With Spicy Meat Sauce,https://img.spoonacular.com/recipes/387-556x370.jpg,"Directions            Cook the pasta according to the package directions. Drain and return it to the pot.Meanwhile, heat the oil in a large skillet over medium-high heat. Add the beef and cook, breaking it up with a spoon, until browned, 4 to 5 minutes.Stir in the garlic, anchovies, red pepper,  teaspoon salt, and  teaspoon black pepper.Add the tomatoes and wine and simmer, stirring occasionally, until slightly thickened, 8 to 10 minutes.Toss the pasta with the sauce and  cup of the Parmesan. Sprinkle with the remaining Parmesan before serving.",Non-Veg,235.8,14.7,5.4,False,False,http://www.realsimple.com/food-recipes/browse-all-recipes/pappardelle-with-spicy-meat-sauce-recipe-00000000027584/index.html,"['anchovy', 'anchovy', 'canned', 'tomatoes', 'pepper', 'wine', 'garlic', 'ground', 'beef', 'kosher', 'salt', 'and', 'pepper', 'olive', 'oil', 'pappardelle', 'parmesan']",0
183,Turkey Burgers With Caesar Spread,https://img.spoonacular.com/recipes/388-556x370.jpg,"Directions            In a small bowl, combine the mayonnaise, Parmesan, lemon juice, mustard,  of the garlic, anchovy (if using), and  teaspoon black pepper.Meanwhile, heat grill to medium-high. In a medium bowl, combine the turkey, Gruyre, and remaining garlic. (Do not overwork the meat.)Form the mixture into four -inch-thick patties and season with the chili powder,  teaspoon salt, and  teaspoon pepper.Grill the patties, turning once (do not press), until an instant-read thermometer inserted in the center registers 160 F, 6 to 8 minutes per side.Place the burgers on the buns and top with the Caesar spread.",Non-Veg,456.1,23.4,7.8,False,False,http://www.realsimple.com/food-recipes/browse-all-recipes/turkey-burgers-caesar-spread-00000000044053/index.html,"['anchovy', 'anchovy', 'chili', 'powder', 'dijon', 'mustard', 'garlic', 'ground', 'turkey', 'hamburger', 'buns', 'kosher', 'salt', 'and', 'pepper', 'lemon', 'juice', 'mayonnaise', 'parmesan', 'swiss', 'cheese']",3
184,Caesar-Style Dressing,https://img.spoonacular.com/recipes/389-556x370.jpg,"In a food processor, combine the mayonnaise, anchovies, garlic, capers, lemon juice, water and mustard and process until smooth. Add the cheese and pulse to blend. Season with salt and pepper.",Non-Veg,1362.3,57.8,7.8,True,False,http://www.foodandwine.com/recipes/caesar-style-dressing,"['capers', 'dijon', 'mustard', 'garlic', 'clove', 'kosher', 'salt', 'and', 'pepper', 'lemon', 'juice', 'mayonnaise', 'oil', 'packed', 'anchovies', 'parmigiano', 'reggiano', 'cheese', 'water']",1
185,Spring Vegetable Bagna Cauda,https://img.spoonacular.com/recipes/390-556x370.jpg,"In a saucepan, combine the anchovies, garlic and oil. Simmer over moderately low heat until the garlic is very soft but not colored, about 30 minutes. Transfer the mixture to a blender and let cool for 10 minutes. Add the butter and lemon juice and puree until the bagna cauda is smooth.                                               Meanwhile, bring a large saucepan of water to a boil. Add the asparagus and cook until crisp-tender, about 3 minutes. Using a slotted spoon, transfer the asparagus to a plate and let cool. Add the shelled fava beans to the boiling water and cook for 5 minutes. Drain and let cool under cold running water. Pat dry; if using favas, peel off the beans' tough outer skins.                                               Mound the watercress on a large platter. Arrange the fennel, radishes, carrots, eggs, asparagus and fava beans on top in separate piles and drizzle with some of the bagna cauda. Pour the remaining bagna cauda into a small bowl and serve with the vegetable platter.",Non-Veg,299.7,18.7,2.7,True,False,http://www.foodandwine.com/recipes/spring-vegetable-bagna-cauda,"['asparagus', 'baby', 'carrots', 'fava', 'beans', 'fennel', 'bulbs', 'halved', 'garlic', 'cloves', 'hard', 'cooked', 'eggs', 'lemon', 'juice', 'oil', 'packed', 'flat', 'anchovies', 'olive', 'oil', 'radishes', 'butter', 'watercress']",3
186,Spinach Caesar Salad,https://img.spoonacular.com/recipes/391-556x370.jpg,"Preheat the oven to 350. Bring a small saucepan of water to a boil. Add the egg and cook for 5 minutes, until soft-boiled. Remove the egg with a slotted spoon and crack it into a blender, using a small spoon to scoop out all of the egg yolk and white. Add the anchovies, lemon juice, whole garlic clove and mustard and blend until smooth. With the machine on, add 1/4 cup plus 2 tablespoons of the olive oil in a thin stream. Add two thirds of the finely grated Parmesan and season with salt and pepper.                                               In a large bowl, toss the baguette cubes with the remaining 3 tablespoons of olive oil. Add the remaining finely grated Parmesan along with the paprika and minced garlic and toss to coat. Spread the bread cubes on a rimmed baking sheet and toast for about 8 minutes, until crisp and golden. Let cool slightly.                                              In the same large bowl, toss the spinach with the dressing, croutons and the shredded Parmesan; season with salt and pepper. Transfer the salad to plates and serve.",Non-Veg,588.1,35.5,5.9,False,False,http://www.foodandwine.com/recipes/spinach-caesar-salad-recipe,"['anchovy', 'anchovy', 'baby', 'spinach', 'baguette', 'dijon', 'mustard', 'egg', 'garlic', 'cloves', 'lemon', 'juice', 'olive', 'oil', 'paprika', 'parmesan', 'cheese', 'salt', 'and', 'pepper']",1
187,Mediterranean Pasta with Broccoli,https://img.spoonacular.com/recipes/392-556x370.jpg,"Bring a large pot of salted water to a boil. Add the broccoli stalks and cook for 3 minutes, then add the pasta and cook, stirring occasionally, for 5 minutes. Add the broccoli florets and continue cooking until the pasta is al dente. Drain the pasta and broccoli and return them to the pot.                                               Meanwhile, heat the olive oil in a large, heavy skillet. Add the walnuts and cook over moderate heat, stirring, for 2 minutes. Add the garlic and anchovies and cook until the anchovies break down, about 2 minutes longer. Add the drained pasta and broccoli and toss well. Sprinkle with the Parmigiano, season with salt and pepper and serve.",Non-Veg,376.3,21.9,26.1,False,False,http://www.foodandwine.com/recipes/mediterranean-pasta-with-broccoli,"['broccoli', 'elbow', 'macaroni', 'garlic', 'cloves', 'oil', 'packed', 'anchovy', 'oil', 'packed', 'anchovy', 'olive', 'oil', 'parmigiano', 'reggiano', 'cheese', 'salt', 'and', 'pepper', 'walnuts']",0
188,Lavender-Marinated Leg of Lamb,https://img.spoonacular.com/recipes/393-556x370.jpg,"Using a small, sharp knife, make 24 incisions all over the lamb. Stuff each incision with a piece of anchovy and garlic and a pinch of the rosemary. In a roasting pan, combine the 1/4 cup of olive oil with the wine and lavender. Add the lamb and coat well. Cover and refrigerate overnight.                                              Light a grill. Bring the lamb to room temperature and season with salt and pepper. Grill the lamb over a moderately low fire for about 40 minutes, or until lightly charred and an instant-read thermometer inserted in the thickest part registers 125 for medium rare. Transfer the lamb to a carving board, cover with foil and let rest for 10 minutes before thinly slicing it. Serve with lemon wedges and additional olive oil.",Non-Veg,506.5,27.5,45.5,True,True,http://www.foodandwine.com/recipes/lavender-marinated-leg-of-lamb,"['anchovy', 'anchovy', 'wine', 'garlic', 'cloves', 'lavender', 'butterflied', 'leg', 'of', 'lamb', 'lemon', 'wedges', 'olive', 'oil', 'rosemary', 'salt', 'and', 'pepper']",3
189,Lamb Chops with Fennel Relish,https://img.spoonacular.com/recipes/394-556x370.jpg,"In a medium skillet, heat 1 tablespoon of the oil until shimmering. Season the lamb chops with salt and pepper, add them to the skillet and cook over moderately high heat, turning once, until browned, about 7 minutes. Transfer to a plate and keep warm.                                              Meanwhile, in another medium skillet, heat the remaining 2 tablespoons of oil. Add the fennel, garlic and shallot and season with salt and pepper. Cook over high heat, stirring occasionally, until the fennel is crisp-tender, about 4 minutes. Off the heat, add the anchovies, parsley, olives, capers, crushed red pepper and vinegar. Mound the relish on 2 plates and top with the lamb chops. Drizzle with any accumulated lamb juices and serve.",Non-Veg,355.9,9.8,20.3,True,True,http://www.foodandwine.com/recipes/lamb-chops-with-fennel-relish,"['anchovy', 'anchovy', 'calamata', 'olives', 'capers', 'pepper', 'fennel', 'bulb', 'garlic', 'clove', 'lamb', 'loin', 'chops', 'olive', 'oil', 'parsley', 'salt', 'and', 'pepper', 'shallot', 'sherry', 'vinegar']",0
190,Chicken-Liver Crostini,https://img.spoonacular.com/recipes/395-556x370.jpg,"Trim the chicken livers of any sinews and veins and set them on paper towels to dry for about 20 minutes.                                              Preheat the oven to 350. In a large skillet, melt the butter in 1 tablespoon of the olive oil. Add the chopped onion, sage and rosemary and cook over moderately high heat, stirring occasionally, until the onion is softened, about 5 minutes. Stir in the minced anchovy and capers and cook over low heat until the onion is lightly browned, about 8 minutes longer. Scrape the mixture into a medium bowl.                                              Add the remaining 3 tablespoons of olive oil to the skillet. Season the chicken livers with salt and pepper, add them to the skillet and cook over high heat until browned, about 2 minutes. Flip and cook the chicken livers for 1 minute longer. Stir in the onion mixture. Add the cognac and carefully ignite it with a long match. Cook the livers until the flames subside.                                              Discard the herb sprigs and scrape the contents of the skillet into a food processor; let cool slightly. Pulse until chunky, then season with salt and pepper.                                              Place the baguette slices on a large baking sheet and toast them for about 15 minutes, until they are golden and crisp. Spread the baguette toasts with the chicken liver and serve.",Non-Veg,198.1,6.4,4.5,False,False,http://www.foodandwine.com/recipes/chicken-liver-crostini-marco-canora,"['anchovy', 'anchovy', 'baguette', 'capers', 'chicken', 'livers', 'cognac', 'olive', 'oil', 'rosemary', 'sprig', 'sage', 'sprigs', 'salt', 'and', 'pepper', 'butter', 'onion']",3
191,Zakary Pelaccio’s Pasta Con Sarde,https://img.spoonacular.com/recipes/396-556x370.jpg,"If youre using salt-packed or oil-poached anchovies, rinse them, then soak themfor 20 to 30 minutes, changing the water once halfway through. Drain them,remove and discard their backbones, and set the anchovies aside. Toast the bread in a toaster or a preheated 350F oven until its golden brown.When they have cooled a bit, put the toasted slices in a food processor and pulseto make fine crumbs. Youll need 3/4 cup. Add half of the fennel fronds and all of the parsley to the crumbs and pulse a fewtimes to combine them well. Set aside. Soak the raisins in the Pernod for 30 minutes to 1 hour (or warm water if youprefer to not use Pernod) in a small bowl. Cover the bowl with plastic wrap andset it aside in a warm spot. On a cutting board, chop the anchovy fillets with the minced garlic, then takethe flat part of a chefs knife and smear the ingredients into the board, scrapingacross the board as you smear. Scoop up the paste with the knife, form it into ablob, and repeat the smearing and scraping until you have a smooth paste. Heat a small saut pan over medium heat for 1 minute. Add the pine nuts to thedry pan and toast, tossing often (or else theyll burn!), just until they begin torelease their aroma and color slightly, about 3 minutes. Spill them onto a plate tocool. Once theyve cooled, give them a coarse chop.  Bring a large pot of water to a boil and salt it until it tastes like the ocean.   Meanwhile, heat the olive oil in a straight-sided saut pan over medium heat.   Add the anchovy-garlic paste and cook, stirring often, until you smell the garlic,about 2 minutes. Add the tomato paste, stirring to combine and coat the otheringredients, then add the diced tomato, remaining fennel fronds, and 1/4 cupwater. Continue to cook, stirring occasionally, to blend the flavors and thickenthe sauce slightly, 8 to 10 minutes.   Add the wild fennel or fennel pollen and the sardine fillets. Use a fork to roughlymash the fillets into the sauce, leaving the pieces in chunks.   Cook the pasta in salted boiling water for 1 minute less than the packageinstructs. Drain the pasta and add it to the sauce. Drain the raisins (sip on theinfused Pernod if you are feeling frisky), give them a coarse chop, and add themto the pasta along with the pine nuts. Toss it all together.   Divide the pasta among four big bowls. Sprinkle each with the herbed breadcrumbs and eat now.     More recipes from Zakary Pelaccio at Food Republic:  Pork Fries Recipe Pasta Con Ricci Di Mare  And don't forget to check out his column,Alimentary Canal.",Non-Veg,42.6,0.0,0.5,False,True,http://www.foodrepublic.com/2012/06/13/zakary-pelaccios-pasta-con-sarde-recipe,"['day', 'old', 'bread', 'fennel', 'fronds', 'branches', 'fennel', 'flat', 'leaf', 'parsley', 'sardines', 'garlic', 'oil', 'packed', 'anchovies', 'olive', 'oil', 'pasta', 'pine', 'nuts', 'raisins', 'salt', 'tomato', 'paste', 'tomatoes']",3
